Profundidade [m]	Produtividade Primária [gC/m²/yr]
1710.8	156.6454656
1711	156.6430233
1711.2	156.6405812
1711.4	156.6381393
1711.6	156.6356974
1711.8	156.6332557
1712	156.6308142
1712.2	156.6283728
1712.4	156.6259315
1712.6	156.6234904
1712.8	156.6210494
1713	156.6186085
1713.2	156.6161678
1713.4	156.6137273
1713.6	156.6112869
1713.8	156.6088466
1714	156.6064064
1714.2	156.6039664
1714.4	156.6015266
1714.6	156.5990869
1714.8	156.5966473
1715	156.5942078
1715.2	156.5917686
1715.4	156.5893294
1715.6	156.5868904
1715.8	156.5844515
1716	156.5820128
1716.2	156.5795742
1716.4	156.5771357
1716.6	156.5746974
1716.8	156.5722593
1717	156.5698212
1717.2	156.5673834
1717.4	156.5649456
1717.6	156.562508
1717.8	156.5600705
1718	156.5576332
1718.2	156.555196
1718.4	156.552759
1718.6	156.5503221
1718.8	156.5478853
1719	156.5454487
1719.2	156.5430122
1719.4	156.5405759
1719.6	156.5381397
1719.8	156.5357036
1720	156.5332677
1720.2	156.530832
1720.4	156.5283963
1720.6	156.5259608
1720.8	156.5235255
1721	156.5210903
1721.2	156.5186552
1721.4	156.5162203
1721.6	156.5137855
1721.8	156.5113508
1722	156.5089163
1722.2	156.5064819
1722.4	156.5040477
1722.6	156.5016136
1722.8	156.4991797
1723	156.4967459
1723.2	156.4943122
1723.4	156.4918787
1723.6	156.4894453
1723.8	156.487012
1724	156.4845789
1724.2	156.482146
1724.4	156.4797131
1724.6	156.4772804
1724.8	156.4748479
1725	156.4724155
1725.2	156.4699832
1725.4	156.4675511
1725.6	156.4651191
1725.8	156.4626873
1726	156.4602556
1726.2	156.457824
1726.4	156.4553926
1726.6	156.4529613
1726.8	156.4505302
1727	156.4480992
1727.2	156.4456683
1727.4	156.4432376
1727.6	156.440807
1727.8	156.4383766
1728	156.4359462
1728.2	156.4335161
1728.4	156.4310861
1728.6	156.4286562
1728.8	156.4262264
1729	156.4237968
1729.2	156.4213674
1729.4	156.418938
1729.6	156.4165089
1729.8	156.4140798
1730	156.4116509
1730.2	156.4092222
1730.4	156.4067935
1730.6	156.404365
1730.8	156.4019367
1731	156.3995085
1731.2	156.3970804
1731.4	156.3946525
1731.6	156.3922247
1731.8	156.3897971
1732	156.3873696
1732.2	156.3849422
