Depth(m) COT
6347.072401046745 0.4+/-1.5
6344.846309382991 0.4+/-1.5
6348.093104608004 0.4+/-1.5
6345.812920148434 0.4+/-1.5
6349.114892458659 0.4+/-1.5
6346.778413758468 0.4+/-1.5
6350.13783167244 0.3+/-1.5
6347.742720386745 0.4+/-1.5
6351.161994971021 0.4+/-1.5
6348.7057642646405 0.4+/-1.5
6352.187461331233 0.3+/-1.5
6349.6674630355055 0.3+/-1.5
6353.214316672319 0.2+/-1.5
6350.6277270227165 0.4+/-1.5
6354.242654635929 0.4+/-1.5
6351.586458398032 0.4+/-1.5
6355.27257747354 0.4+/-1.5
6352.543550233869 0.3+/-1.5
6356.304197059247 0.4+/-1.5
6353.498885420215 0.4+/-1.5
6357.337636048912 0.4+/-1.5
6354.452335423138 0.4+/-1.5
6358.373029210968 0.4+/-1.5
6355.403758857049 0.4+/-1.5
6359.410524959356 0.4+/-1.5
6356.352999837388 0.4+/-1.5
6360.450287125327 0.2+/-1.5
6357.299886073272 0.3+/-1.5
6361.492497012583 0.4+/-1.5
6358.244226650963 0.5+/-1.5
6362.537355790248 0.4+/-1.5
6359.185809447963 0.5+/-1.5
6363.585087290037 0.4+/-1.5
6360.124398103979 0.4+/-1.5
6364.635941289903 0.4+/-1.5
6361.059728457502 0.4+/-1.5
6365.690197385458 0.3+/-1.5
6361.991504334787 0.4+/-1.5
6366.748169575969 0.3+/-1.5
6362.919392549394 0.3+/-1.5
6367.810211723465 0.3+/-1.5
6363.843016934449 0.3+/-1.5
6368.876724085426 0.4+/-1.5
6364.761951181739 0.3+/-1.5
6369.948161175535 0.3+/-1.5
6365.6757101999065 0.3+/-1.5
6371.025041278585 0.4+/-1.5
6366.5837396216975 0.3+/-1.5
6372.1079580403975 0.4+/-1.5
6367.485402980691 0.4+/-1.5
6373.1975946804705 0.4+/-1.5
6368.379965930332 0.3+/-1.5
6374.294741546905 0.4+/-1.5
6369.266576677804 0.4+/-1.5
6375.40031796796 0.4+/-1.5
6370.144241529381 0.3+/-1.5
6376.515399679035 0.4+/-1.5
6371.011794060698 0.3+/-1.5
6377.64125355832 0.4+/-1.5
6371.867855885087 0.3+/-1.5
6378.779382048702 0.4+/-1.5
6372.710786221892 0.5+/-1.5
6379.931580570137 0.4+/-1.5
6373.53861634877 0.4+/-1.5
6381.100012581058 0.4+/-1.5
6374.34896337473 0.4+/-1.5
6382.287308959059 0.4+/-1.5
6375.13891530192 0.4+/-1.5
6383.496701416275 0.4+/-1.5
6375.904875569566 0.4+/-1.5
6384.7322043680415 0.4+/-1.5
6376.642349379993 0.4+/-1.5
6385.998867102219 0.4+/-1.5
6377.345644684142 0.4+/-1.5
6387.303130126811 0.4+/-1.5
6378.007445237695 0.4+/-1.5
6388.6533396040495 0.4+/-1.5
6378.618186992834 0.4+/-1.5
6390.060508192554 0.4+/-1.5
6379.165123393556 0.4+/-1.5
6391.539471877681 0.5+/-1.5
6379.630882185661 0.6+/-1.5
6393.110705939861 0.5+/-1.5
6379.991159039418 0.5+/-1.5
6394.803283894299 0.5+/-1.5
6380.210879423209 0.5+/-1.5
6396.6599163275805 0.5+/-1.5
6380.237495315448 0.5+/-1.5
6398.745999760488 0.5+/-1.5
6379.9885700253635 0.5+/-1.5
6401.166962552724 0.5+/-1.5
6379.327042753251 0.5+/-1.5
6404.104366189513 0.5+/-1.5
6378.007118238916 0.5+/-1.5
6407.89954886096 0.5+/-1.5
6375.540199300676 0.5+/-1.5
6413.278021231646 0.5+/-1.5
6370.79894196558 0.5+/-1.5
6422.09588447704 0.5+/-1.5
6360.483817705576 0.5+/-1.5
6440.884127580369 0.5+/-1.5
6329.355155384134 0.5+/-1.5
6517.518954307318 0.5+/-1.5
