Depth(m) COT
5577.774444701213 0.3+/-1.5
5578.544614074368 0.4+/-1.5
5578.768381887305 0.5+/-1.5
5579.538525572208 0.5+/-1.5
5579.762318542415 0.4+/-1.5
5580.5324376009075 0.5+/-1.5
5580.756254666804 0.5+/-1.5
5581.5263501602185 0.5+/-1.5
5581.7501902606855 0.5+/-1.5
5582.520263249914 0.5+/-1.5
5582.744125324289 0.5+/-1.5
5583.514176869783 0.5+/-1.5
5583.738059857823 0.5+/-1.5
5584.508091019628 0.5+/-1.5
5584.7319938614855 0.5+/-1.5
5585.502005699246 0.5+/-1.5
5585.725927335466 0.5+/-1.5
5586.495920908449 0.5+/-1.5
5586.719860279943 0.5+/-1.5
5587.489836647079 0.4+/-1.5
5587.713792695093 0.4+/-1.5
5588.483752914955 0.5+/-1.5
5588.707724581063 0.4+/-1.5
5589.47766971193 0.4+/-1.5
5589.701655938004 0.4+/-1.5
5590.471587037864 0.3+/-1.5
5590.695586766055 0.3+/-1.5
5591.465504892623 0.4+/-1.5
5591.689517065346 0.4+/-1.5
5592.459423276082 0.4+/-1.5
5592.683446835998 0.4+/-1.5
5593.453342188126 0.3+/-1.5
5593.677376078109 0.2+/-1.5
5594.447261628664 0.2+/-1.5
5594.671304791782 0.1+/-1.5
5595.441181597588 0.2+/-1.5
5595.6652329771005 0.3+/-1.5
5596.4351020948325 0.4+/-1.5
5596.659160634143 0.3+/-1.5
5597.42902312032 0.1+/-1.5
5597.653087762979 0.1+/-1.5
5598.422944673987 0.1+/-1.5
5598.647014363664 0.2+/-1.5
5599.416866755777 0.1+/-1.5
5599.640940436235 0.1+/-1.5
5600.410789365661 0.1+/-1.5
5600.634865980733 0.1+/-1.5
5601.404712503599 0.1+/-1.5
5601.628790997186 0.1+/-1.5
5602.398636169583 0.1+/-1.5
5602.622715485609 0.1+/-1.5
5603.392560363592 0.1+/-1.5
5603.616639446002 0.0+/-1.5
5604.3864850856235 0.1+/-1.5
5604.610562878367 0.0+/-1.5
5605.380410335695 0.1+/-1.5
5605.604485782678 0.1+/-1.5
5606.37433611383 0.2+/-1.5
5606.598408158927 0.2+/-1.5
5607.368262420048 0.4+/-1.5
5607.592330007061 0.4+/-1.5
5608.3621892544015 0.7+/-1.5
5608.58625132704 0.5+/-1.5
5609.356116616932 0.5+/-1.5
5609.580172118811 0.4+/-1.5
5610.350044507707 0.7+/-1.5
5610.574092382304 0.5+/-1.5
5611.343972926793 1.2+/-1.5
5611.5680121174355 2.0+/-1.5
5612.337901874279 0.5+/-1.5
5612.561931324139 0.4+/-1.5
5613.331831350259 0.3+/-1.5
5613.555850002298 0.3+/-1.5
5614.325761354828 0.3+/-1.5
5614.549768151812 0.4+/-1.5
5615.3196918880885 0.3+/-1.5
5615.543685772557 0.4+/-1.5
5616.313622950187 0.3+/-1.5
5616.53760286442 0.4+/-1.5
5617.307554541238 0.6+/-1.5
5617.53151942725 0.8+/-1.5
5618.301486661392 0.7+/-1.5
5618.525435460903 0.8+/-1.5
5619.295419310806 0.7+/-1.5
5619.519350965221 0.7+/-1.5
5620.289352489634 0.8+/-1.5
5620.513265940027 0.9+/-1.5
5621.283286198055 0.9+/-1.5
5621.507180385157 0.9+/-1.5
5622.277220436258 1.0+/-1.5
5622.501094300405 2.0+/-1.5
5623.271155204429 0.8+/-1.5
5623.495007685589 0.3+/-1.5
5624.265090502786 0.4+/-1.5
5624.488920540485 0.5+/-1.5
5625.259026331528 0.7+/-1.5
5625.482832864874 0.6+/-1.5
5626.252962690891 0.7+/-1.5
5626.476744658526 0.8+/-1.5
5627.246899581108 0.7+/-1.5
5627.4706559212045 0.4+/-1.5
5628.240837002425 0.4+/-1.5
5628.4645666526585 0.3+/-1.5
5629.234774955103 0.4+/-1.5
5629.4584768526165 0.4+/-1.5
5630.228713439399 0.4+/-1.5
5630.4523865208175 0.5+/-1.5
5631.2226524556045 0.6+/-1.5
5631.446295656972 0.5+/-1.5
5632.2165920039915 0.5+/-1.5
5632.440204260792 0.5+/-1.5
5633.2105320848705 0.4+/-1.5
5633.434112331973 0.4+/-1.5
5634.204472698546 0.3+/-1.5
5634.4280198701945 0.4+/-1.5
5635.198413845339 0.4+/-1.5
5635.421926875139 0.4+/-1.5
5636.192355525575 0.4+/-1.5
5636.415833346468 0.4+/-1.5
5637.186297739593 0.4+/-1.5
5637.409739283839 0.3+/-1.5
5638.180240487751 0.5+/-1.5
5638.403644686899 0.5+/-1.5
5639.174183770402 0.6+/-1.5
5639.397549555273 0.7+/-1.5
5640.168127587922 0.6+/-1.5
5640.391453888595 0.6+/-1.5
5641.162071940688 0.5+/-1.5
5641.385357686467 0.5+/-1.5
5642.156016829101 0.6+/-1.5
5642.379260948496 0.5+/-1.5
5643.149962253559 0.6+/-1.5
5643.373163674278 0.8+/-1.5
5644.143908214479 0.6+/-1.5
5644.367065863388 0.6+/-1.5
5645.137854712283 0.4+/-1.5
5645.360967515398 0.4+/-1.5
5646.131801747399 0.5+/-1.5
5646.3548686298645 0.5+/-1.5
5647.125749320281 0.5+/-1.5
5647.348769206344 0.6+/-1.5
5648.119697431388 0.6+/-1.5
5648.34266924437 0.4+/-1.5
5649.113646081189 0.5+/-1.5
5649.336568743472 0.7+/-1.5
5650.107595270144 0.7+/-1.5
5650.33046770316 0.5+/-1.5
5651.101544998755 0.5+/-1.5
5651.32436612295 0.7+/-1.5
5652.095495267523 0.6+/-1.5
5652.318264002332 0.4+/-1.5
5653.089446076955 0.4+/-1.5
5653.312161340793 0.6+/-1.5
5654.083397427563 0.5+/-1.5
5654.3060581377995 0.4+/-1.5
5655.077349319894 0.3+/-1.5
5655.299954392825 0.6+/-1.5
5656.071301754481 0.6+/-1.5
5656.293850105317 0.4+/-1.5
5657.065254731882 0.4+/-1.5
5657.2877452747125 0.6+/-1.5
5658.059208252658 0.4+/-1.5
5658.281639900452 0.5+/-1.5
5659.053162317386 0.4+/-1.5
5659.2755339819405 0.5+/-1.5
5660.047116926651 0.4+/-1.5
5660.269427518596 0.4+/-1.5
5661.041072081051 0.4+/-1.5
5661.263320509823 0.3+/-1.5
5662.035027781201 0.3+/-1.5
5662.257212954986 0.2+/-1.5
5663.028984027705 0.1+/-1.5
5663.251104853481 0.1+/-1.5
5664.022940821206 0.1+/-1.5
5664.244996204649 0.2+/-1.5
5665.016898162344 0.3+/-1.5
5665.238887007873 0.5+/-1.5
5666.010856051768 0.2+/-1.5
5666.232777262474 0.1+/-1.5
5667.004814490144 0.1+/-1.5
5667.226666967779 0.1+/-1.5
5667.998773478146 0.1+/-1.5
5668.220556123125 0.1+/-1.5
5668.992733016458 0.1+/-1.5
5669.214444727805 0.1+/-1.5
5669.986693105789 0.1+/-1.5
5670.208332781128 0.1+/-1.5
5670.980653746834 0.1+/-1.5
5671.202220282362 0.1+/-1.5
5671.974614940322 0.1+/-1.5
5672.196107230801 0.1+/-1.5
5672.968576686979 0.1+/-1.5
5673.189993625696 0.1+/-1.5
5673.962538987558 0.1+/-1.5
5674.183879466302 0.2+/-1.5
5674.9565018427975 0.2+/-1.5
5675.177764751848 0.2+/-1.5
5675.9504652534715 0.2+/-1.5
5676.171649481573 0.2+/-1.5
5676.944429220362 0.2+/-1.5
5677.165533654699 0.5+/-1.5
5677.938393744257 0.5+/-1.5
5678.159417270423 0.5+/-1.5
5678.932358825955 0.8+/-1.5
5679.153300327929 0.6+/-1.5
5679.926324466264 0.5+/-1.5
5680.147182826417 0.6+/-1.5
5680.920290666021 0.7+/-1.5
5681.141064765047 0.6+/-1.5
5681.9142574260495 0.6+/-1.5
5682.134946142981 0.6+/-1.5
5682.908224747201 0.4+/-1.5
5683.128826959363 0.4+/-1.5
5683.9021926303385 0.5+/-1.5
5684.122707213327 0.6+/-1.5
5684.896161076324 0.4+/-1.5
5685.116586904 0.5+/-1.5
5685.890130086047 0.5+/-1.5
5686.110466030483 0.4+/-1.5
5686.884099660407 0.2+/-1.5
5687.1043445918895 0.1+/-1.5
5687.878069800303 0.1+/-1.5
5688.09822258729 0.1+/-1.5
5688.8720405066515 0.0+/-1.5
5689.092100015773 0.1+/-1.5
5689.8660117804 0.1+/-1.5
5690.0859768763985 0.1+/-1.5
5690.859983622473 0.1+/-1.5
5691.079853168214 0.1+/-1.5
5691.853956033847 0.0+/-1.5
5692.0737288902565 0.0+/-1.5
5692.847929015464 0.0+/-1.5
5693.067604041551 0.1+/-1.5
5693.841902568317 0.0+/-1.5
5694.061478621125 0.1+/-1.5
5694.8358766934025 0.0+/-1.5
5695.05535262796 0.1+/-1.5
5695.829851391727 0.1+/-1.5
5696.049226061063 0.1+/-1.5
5696.823826664295 0.1+/-1.5
5697.043098919399 0.2+/-1.5
5697.8178025121415 0.4+/-1.5
5698.036971201935 0.7+/-1.5
5698.811778936308 0.6+/-1.5
5699.03084290763 0.6+/-1.5
5699.805755937856 0.6+/-1.5
5700.024714035415 0.4+/-1.5
5700.799733517847 0.4+/-1.5
5701.018584584214 0.6+/-1.5
5701.793711677354 0.5+/-1.5
5702.012454552946 0.5+/-1.5
5702.787690417479 0.3+/-1.5
5703.006323940514 0.4+/-1.5
5703.781669739328 0.6+/-1.5
5704.000192745801 0.8+/-1.5
5704.775649644012 0.6+/-1.5
5704.99406096769 0.6+/-1.5
5705.769630132669 0.5+/-1.5
5705.987928605029 0.5+/-1.5
5706.763611206442 0.5+/-1.5
5706.9817956566885 0.3+/-1.5
5707.757592866486 0.2+/-1.5
5707.975662121488 0.2+/-1.5
5708.751575113965 0.3+/-1.5
5708.969527998254 0.3+/-1.5
5709.7455579500765 0.3+/-1.5
5709.963393285802 0.3+/-1.5
5710.739541376002 0.3+/-1.5
5710.9572579829255 0.3+/-1.5
5711.733525392963 0.3+/-1.5
5711.951122088406 0.3+/-1.5
5712.727510002181 0.3+/-1.5
5712.944985601019 0.3+/-1.5
5713.721495204879 0.3+/-1.5
5713.938848519522 0.3+/-1.5
5714.715481002325 0.3+/-1.5
5714.932710842651 0.2+/-1.5
5715.709467395766 0.2+/-1.5
5715.926572569137 0.2+/-1.5
5716.7034543864975 0.1+/-1.5
5716.9204336977 0.2+/-1.5
5717.697441975797 0.1+/-1.5
5717.914294227046 0.2+/-1.5
5718.691430164967 0.2+/-1.5
5718.908154155862 0.2+/-1.5
5719.685418955333 0.2+/-1.5
5719.902013482819 0.0+/-1.5
5720.679408348225 0.1+/-1.5
5720.895872206579 0.3+/-1.5
5721.673398344982 0.6+/-1.5
5721.88973032579 0.5+/-1.5
5722.667388946969 0.3+/-1.5
5722.883587839083 0.3+/-1.5
5723.661380155561 0.2+/-1.5
5723.877444745086 0.3+/-1.5
5724.655371972147 0.3+/-1.5
5724.871301042398 0.3+/-1.5
5725.649364398122 0.3+/-1.5
5725.865156729607 0.3+/-1.5
5726.643357434909 0.2+/-1.5
5726.859011805306 0.3+/-1.5
5727.637351083937 0.3+/-1.5
5727.852866268027 0.3+/-1.5
5728.631345346644 0.3+/-1.5
5728.8467201163385 0.3+/-1.5
5729.625340224499 0.3+/-1.5
5729.840573348777 0.3+/-1.5
5730.619335718977 0.3+/-1.5
5730.834425963851 0.3+/-1.5
5731.613331831559 0.3+/-1.5
5731.828277960068 0.3+/-1.5
5732.607328563751 0.3+/-1.5
5732.822129335914 0.3+/-1.5
5733.601325917065 0.3+/-1.5
5733.815980089877 0.3+/-1.5
5734.595323893051 0.3+/-1.5
5734.809830220398 0.3+/-1.5
5735.589322493239 0.4+/-1.5
5735.80367972593 0.4+/-1.5
5736.583321719207 0.3+/-1.5
5736.797528604904 0.3+/-1.5
5737.577321572523 0.4+/-1.5
5737.791376855731 0.3+/-1.5
5738.571322054782 0.3+/-1.5
5738.785224476813 0.3+/-1.5
5739.565323167593 0.3+/-1.5
5739.779071466529 0.3+/-1.5
5740.559324912583 0.3+/-1.5
5740.772917823254 0.3+/-1.5
5741.553327291386 0.3+/-1.5
5741.766763545335 0.3+/-1.5
5742.547330305666 0.3+/-1.5
5742.760608631112 0.4+/-1.5
5743.541333957089 0.5+/-1.5
5743.754453078904 0.6+/-1.5
5744.535338247333 0.4+/-1.5
5744.748296887022 0.3+/-1.5
5745.529343178112 0.4+/-1.5
5745.742140053751 0.3+/-1.5
5746.523348751133 0.3+/-1.5
5746.7359825773665 0.3+/-1.5
5747.517354968149 0.3+/-1.5
5747.7298244561225 0.3+/-1.5
5748.511361830893 0.3+/-1.5
5748.723665688268 0.2+/-1.5
5749.505369341131 0.1+/-1.5
5749.717506272026 0.1+/-1.5
5750.499377500657 0.1+/-1.5
5750.711346205601 0.3+/-1.5
5751.493386311267 0.4+/-1.5
5751.7051854871925 0.3+/-1.5
5752.487395774762 0.3+/-1.5
5752.699024114971 0.3+/-1.5
5753.481405892998 0.3+/-1.5
5753.692862087095 0.3+/-1.5
5754.475416667813 0.4+/-1.5
5754.686699401713 0.3+/-1.5
5755.469428101059 0.3+/-1.5
5755.6805360569515 0.3+/-1.5
5756.463440194638 0.3+/-1.5
5756.674372050913 0.3+/-1.5
5757.457452950443 0.2+/-1.5
5757.668207381694 0.3+/-1.5
5758.4514663703885 0.5+/-1.5
5758.662042047369 0.5+/-1.5
5759.445480456411 0.5+/-1.5
5759.655876045996 0.3+/-1.5
5760.439495210458 0.3+/-1.5
5760.649709375614 0.3+/-1.5
5761.433510634505 0.3+/-1.5
5761.643542034238 0.3+/-1.5
5762.427526730531 0.3+/-1.5
5762.6373740198915 0.3+/-1.5
5763.421543500539 0.3+/-1.5
5763.631205330545 0.3+/-1.5
5764.415560946554 0.3+/-1.5
5764.625035964175 0.3+/-1.5
5765.409579070619 0.3+/-1.5
5765.618865918735 0.3+/-1.5
5766.403597874781 0.3+/-1.5
5766.612695192161 0.3+/-1.5
5767.397617361124 0.4+/-1.5
5767.6065237823605 0.3+/-1.5
5768.391637531742 0.3+/-1.5
5768.600351687231 0.4+/-1.5
5769.38565838874 0.3+/-1.5
5769.594178904657 0.3+/-1.5
5770.37967993425 0.3+/-1.5
5770.588005432495 0.3+/-1.5
5771.373702170426 0.4+/-1.5
5771.581831268592 0.5+/-1.5
5772.367725099434 0.4+/-1.5
5772.57565641077 0.2+/-1.5
5773.361748723457 0.1+/-1.5
5773.569480856825 0.1+/-1.5
5774.355773044706 0.1+/-1.5
5774.563304604547 0.1+/-1.5
5775.349798065399 0.1+/-1.5
5775.5571276517085 0.1+/-1.5
5776.343823787785 0.1+/-1.5
5776.550949996048 0.1+/-1.5
5777.337850214119 0.1+/-1.5
5777.544771635295 0.1+/-1.5
5778.33187734669 0.3+/-1.5
5778.538592567158 0.4+/-1.5
5779.3259051878 0.3+/-1.5
5779.532412789326 0.5+/-1.5
5780.319933739774 0.5+/-1.5
5780.526232299462 0.5+/-1.5
5781.313963004941 0.5+/-1.5
5781.5200510952245 0.6+/-1.5
5782.307992985675 0.6+/-1.5
5782.513869174235 0.5+/-1.5
5783.3020236843495 0.5+/-1.5
5783.5076865341025 0.6+/-1.5
5784.296055103375 0.4+/-1.5
5784.501503172416 0.4+/-1.5
5785.290087245161 0.5+/-1.5
5785.495319086742 0.4+/-1.5
5786.284120112161 0.4+/-1.5
5786.489134274627 0.4+/-1.5
5787.278153706837 0.3+/-1.5
5787.482948733599 0.4+/-1.5
5788.272188031679 0.5+/-1.5
5788.476762461163 0.5+/-1.5
5789.266223089176 0.5+/-1.5
5789.470575454799 0.4+/-1.5
5790.260258881867 0.5+/-1.5
5790.464387711976 0.5+/-1.5
5791.254295412295 0.6+/-1.5
5791.458199230129 0.4+/-1.5
5792.248332683029 0.4+/-1.5
5792.452010006686 0.4+/-1.5
5793.242370696663 0.3+/-1.5
5793.445820039037 0.4+/-1.5
5794.236409455809 0.5+/-1.5
5794.439629324563 0.2+/-1.5
5795.2304489631015 0.1+/-1.5
5795.43343786062 0.1+/-1.5
5796.224489221191 0.1+/-1.5
5796.4272456445415 0.1+/-1.5
5797.218530232767 0.1+/-1.5
5797.4210526736315 0.1+/-1.5
5798.2125720005215 0.1+/-1.5
5798.41485894518 0.0+/-1.5
5799.2066145271865 0.1+/-1.5
5799.408664456452 0.3+/-1.5
5800.200657815493 0.3+/-1.5
5800.402469204694 0.4+/-1.5
5801.194701868227 0.4+/-1.5
5801.396273187115 0.4+/-1.5
5802.188746688168 0.4+/-1.5
5802.390076400932 0.3+/-1.5
5803.182792278145 0.4+/-1.5
5803.383878843296 0.4+/-1.5
5804.176838640987 0.4+/-1.5
5804.377680511364 0.4+/-1.5
5805.170885779559 0.4+/-1.5
5805.371481402264 0.4+/-1.5
5806.164933696741 0.3+/-1.5
5806.365281513096 0.4+/-1.5
5807.158982395456 0.5+/-1.5
5807.35908084094 0.4+/-1.5
5808.153031878617 0.2+/-1.5
5808.352879382848 0.2+/-1.5
5809.147082149206 0.1+/-1.5
5809.346677135851 0.1+/-1.5
5810.1411332102025 0.1+/-1.5
5810.340474096952 0.2+/-1.5
5811.135185064601 0.3+/-1.5
5811.334270263125 0.2+/-1.5
5812.129237715435 0.1+/-1.5
5812.328065631335 0.1+/-1.5
5813.1232911657735 0.1+/-1.5
5813.321860198518 0.2+/-1.5
5814.117345418691 0.3+/-1.5
5814.315653961558 0.3+/-1.5
5815.111400477295 0.2+/-1.5
5815.309446917356 0.1+/-1.5
5816.105456344719 0.1+/-1.5
5816.303239062745 0.1+/-1.5
5817.099513024128 0.1+/-1.5
5817.29703039457 0.1+/-1.5
5818.093570518702 0.1+/-1.5
5818.290820909622 0.1+/-1.5
5819.087628831655 0.0+/-1.5
5819.284610604687 0.1+/-1.5
5820.081687966225 0.1+/-1.5
5820.278399476502 0.1+/-1.5
5821.075747925676 0.1+/-1.5
5821.272187521793 0.1+/-1.5
5822.069808713296 0.2+/-1.5
5822.265974737259 0.3+/-1.5
5823.063870332407 0.4+/-1.5
5823.259761119564 0.3+/-1.5
5824.057932786359 0.1+/-1.5
5824.253546665348 0.1+/-1.5
5825.051996078519 0.1+/-1.5
5825.247331371229 0.0+/-1.5
5826.04606021228 0.0+/-1.5
5826.241115233785 0.0+/-1.5
5827.040125191088 0.0+/-1.5
5827.23489824958 0.1+/-1.5
5828.034191018393 0.0+/-1.5
5828.228680415135 0.1+/-1.5
5829.028257697676 0.0+/-1.5
5829.222461726959 0.1+/-1.5
5830.022325232459 0.1+/-1.5
5830.2162421815165 0.2+/-1.5
5831.016393626276 0.2+/-1.5
5831.210021775265 0.1+/-1.5
5832.010462882705 0.1+/-1.5
5832.203800504592 0.1+/-1.5
5833.004533005344 0.1+/-1.5
5833.197578365908 0.1+/-1.5
5833.998603997825 0.0+/-1.5
5834.19135535555 0.0+/-1.5
5834.992675863812 0.0+/-1.5
5835.185131469849 0.0+/-1.5
5835.9867486069825 0.0+/-1.5
5836.1789067050995 0.0+/-1.5
5836.9808222310685 0.0+/-1.5
5837.172681057567 0.0+/-1.5
5837.974896739819 0.0+/-1.5
5838.166454523485 0.0+/-1.5
5838.968972137023 0.0+/-1.5
5839.160227099053 0.0+/-1.5
5839.963048426476 0.0+/-1.5
5840.153998780444 0.0+/-1.5
5840.957125612037 0.0+/-1.5
5841.1477695637905 0.0+/-1.5
5841.951203697568 -0.0+/-1.5
5842.141539445217 0.0+/-1.5
5842.945282686999 0.0+/-1.5
5843.13530842079 0.0+/-1.5
5843.939362584249 0.0+/-1.5
5844.129076486555 0.0+/-1.5
5844.933443393297 0.0+/-1.5
5845.122843638519 0.0+/-1.5
5845.927525118151 0.0+/-1.5
5846.116609872666 0.0+/-1.5
5846.921607762846 0.0+/-1.5
5847.110375184946 0.0+/-1.5
5847.915691331447 0.0+/-1.5
5848.1041395712655 0.0+/-1.5
5848.909775828073 0.0+/-1.5
5849.097903027501 0.0+/-1.5
5849.903861256842 0.0+/-1.5
5850.091665549506 0.0+/-1.5
5850.897947621937 0.0+/-1.5
5851.085427133087 0.0+/-1.5
5851.892034927572 0.0+/-1.5
5852.079187774016 0.0+/-1.5
5852.88612317797 0.0+/-1.5
5853.072947468042 0.0+/-1.5
5853.880212377418 0.0+/-1.5
5854.06670621087 0.0+/-1.5
5854.874302530231 0.0+/-1.5
5855.060463998166 0.0+/-1.5
5855.868393640742 0.0+/-1.5
5856.054220825573 0.0+/-1.5
5856.862485713347 0.0+/-1.5
5857.047976688686 0.0+/-1.5
5857.856578752459 0.0+/-1.5
5858.041731583072 0.0+/-1.5
5858.8506727625345 0.0+/-1.5
5859.035485504255 0.0+/-1.5
5859.844767748058 0.0+/-1.5
5860.029238447716 0.0+/-1.5
5860.838863713564 0.0+/-1.5
5861.022990408924 0.0+/-1.5
5861.832960663619 0.0+/-1.5
5862.016741383282 0.0+/-1.5
5862.827058602831 0.0+/-1.5
5863.01049136617 0.0+/-1.5
5863.821157535834 0.0+/-1.5
5864.004240352933 0.1+/-1.5
5864.815257467318 0.0+/-1.5
5864.997988338862 0.0+/-1.5
5865.809358401995 0.0+/-1.5
5865.991735319219 0.0+/-1.5
5866.803460344621 0.0+/-1.5
5866.985481289227 0.0+/-1.5
5867.797563300001 0.0+/-1.5
5867.979226244081 0.0+/-1.5
5868.791667272978 0.0+/-1.5
5868.972970178903 0.0+/-1.5
5869.785772268423 0.0+/-1.5
5869.966713088799 0.0+/-1.5
5870.779878291243 0.0+/-1.5
5870.960454968839 0.0+/-1.5
5871.77398534642 0.0+/-1.5
5871.95419581404 0.0+/-1.5
5872.768093438939 0.0+/-1.5
5872.947935619371 0.0+/-1.5
5873.762202573846 0.0+/-1.5
5873.941674379773 0.0+/-1.5
5874.756312756232 0.0+/-1.5
5874.93541209015 0.0+/-1.5
5875.750423991218 0.0+/-1.5
5875.929148745342 0.0+/-1.5
5876.744536283973 0.0+/-1.5
5876.922884340167 0.0+/-1.5
5877.738649639716 0.0+/-1.5
5877.9166188693835 0.0+/-1.5
5878.732764063695 0.0+/-1.5
5878.910352327711 0.0+/-1.5
5879.726879561217 0.0+/-1.5
5879.904084709827 0.0+/-1.5
5880.720996137631 0.0+/-1.5
5880.897816010375 0.0+/-1.5
5881.715113798311 0.0+/-1.5
5881.891546223927 0.0+/-1.5
5882.709232548711 0.0+/-1.5
5882.885275345031 0.0+/-1.5
5883.703352394303 0.0+/-1.5
5883.879003368195 0.0+/-1.5
5884.697473340612 0.0+/-1.5
5884.87273028785 0.0+/-1.5
5885.691595393218 0.0+/-1.5
5885.866456098408 0.0+/-1.5
5886.685718557739 0.0+/-1.5
5886.860180794225 0.0+/-1.5
5887.67984283984 0.0+/-1.5
5887.853904369609 0.0+/-1.5
5888.673968245236 0.0+/-1.5
5888.847626818815 0.0+/-1.5
5889.668094779699 0.0+/-1.5
5889.841348136064 0.0+/-1.5
5890.662222449035 0.0+/-1.5
5890.835068315509 0.0+/-1.5
5891.656351259108 0.0+/-1.5
5891.828787351272 0.0+/-1.5
5892.6504812158355 0.0+/-1.5
5892.822505237403 0.0+/-1.5
5893.644612325167 0.0+/-1.5
5893.816221967922 0.0+/-1.5
5894.638744593124 0.0+/-1.5
5894.809937536798 0.0+/-1.5
5895.63287802577 0.0+/-1.5
5895.803651937933 0.0+/-1.5
5896.62701262922 0.0+/-1.5
5896.797365165185 0.0+/-1.5
5897.621148409647 0.0+/-1.5
5897.791077212362 0.0+/-1.5
5898.615285373257 0.0+/-1.5
5898.78478807322 0.0+/-1.5
5899.609423526341 0.0+/-1.5
5899.778497741456 0.0+/-1.5
5900.6035628752115 0.0+/-1.5
5900.7722062107105 0.0+/-1.5
5901.597703426259 0.0+/-1.5
5901.765913474586 0.0+/-1.5
5902.591845185915 0.0+/-1.5
5902.759619526604 0.0+/-1.5
5903.5859881606775 0.0+/-1.5
5903.7533243602575 0.0+/-1.5
5904.580132357084 0.0+/-1.5
5904.747027968965 0.0+/-1.5
5905.574277781743 0.0+/-1.5
5905.740730346099 0.0+/-1.5
5906.568424441319 0.0+/-1.5
5906.734431484971 0.0+/-1.5
5907.562572342528 0.0+/-1.5
5907.72813137882 0.0+/-1.5
5908.556721492142 0.0+/-1.5
5908.721830020858 0.0+/-1.5
5909.550871896999 0.0+/-1.5
5909.715527404215 0.0+/-1.5
5910.545023563995 0.0+/-1.5
5910.709223521961 0.0+/-1.5
5911.539176500082 0.0+/-1.5
5911.702918367124 0.0+/-1.5
5912.533330712272 0.0+/-1.5
5912.6966119326435 0.0+/-1.5
5913.527486207642 0.0+/-1.5
5913.690304211424 0.0+/-1.5
5914.521642993328 0.0+/-1.5
5914.683995196303 0.0+/-1.5
5915.515801076534 0.0+/-1.5
5915.6776848800355 0.0+/-1.5
5916.5099604645175 0.0+/-1.5
5916.671373255334 0.0+/-1.5
5917.504121164602 0.0+/-1.5
5917.665060314847 0.0+/-1.5
5918.49828318418 0.0+/-1.5
5918.658746051142 0.0+/-1.5
5919.492446530705 0.0+/-1.5
5919.652430456735 0.0+/-1.5
5920.486611211707 0.0+/-1.5
5920.646113524087 0.0+/-1.5
5921.480777234756 0.0+/-1.5
5921.639795245559 0.0+/-1.5
5922.474944607512 0.0+/-1.5
5922.6334756134665 0.0+/-1.5
5923.469113337701 0.0+/-1.5
5923.627154620068 0.0+/-1.5
5924.463283433105 0.0+/-1.5
5924.620832257522 0.0+/-1.5
5925.457454901585 0.0+/-1.5
5925.614508517952 0.0+/-1.5
5926.4516277510675 0.0+/-1.5
5926.6081833933895 0.0+/-1.5
5927.445801989551 0.0+/-1.5
5927.601856875801 0.0+/-1.5
5928.4399776251 0.0+/-1.5
5928.59552895708 0.0+/-1.5
5929.43415466586 0.0+/-1.5
5929.589199629057 0.0+/-1.5
5930.428333120046 0.1+/-1.5
5930.582868883474 0.1+/-1.5
5931.422512995941 0.0+/-1.5
5931.576536712005 0.0+/-1.5
5932.416694301909 0.0+/-1.5
5932.570203106265 0.0+/-1.5
5933.41087704638 0.1+/-1.5
5933.563868057765 0.0+/-1.5
5934.405061237874 0.1+/-1.5
5934.557531557966 0.0+/-1.5
5935.399246884965 0.0+/-1.5
5935.551193598239 0.0+/-1.5
5936.393433996333 0.0+/-1.5
5936.544854169881 0.0+/-1.5
5937.387622580713 0.0+/-1.5
5937.538513264101 0.0+/-1.5
5938.3818126469305 0.0+/-1.5
5938.532170872045 0.0+/-1.5
5939.376004203882 0.0+/-1.5
5939.525826984775 0.0+/-1.5
5940.370197260563 0.0+/-1.5
5940.5194815932555 0.0+/-1.5
5941.364391826028 0.1+/-1.5
5941.51313468839 0.1+/-1.5
5942.358587909426 0.0+/-1.5
5942.506786260989 0.1+/-1.5
5943.3527855199845 0.1+/-1.5
5943.500436301773 0.1+/-1.5
5944.346984667021 0.1+/-1.5
5944.494084801389 0.0+/-1.5
5945.341185359937 0.1+/-1.5
5945.487731750403 0.0+/-1.5
5946.335387608215 0.0+/-1.5
5946.481377139276 0.0+/-1.5
5947.329591421427 0.0+/-1.5
5947.475020958395 0.0+/-1.5
5948.323796809233 0.0+/-1.5
5948.468663198054 0.0+/-1.5
5949.318003781382 0.0+/-1.5
5949.4623038484615 0.0+/-1.5
5950.31221234772 0.0+/-1.5
5950.45594289973 0.0+/-1.5
5951.306422518173 0.0+/-1.5
5951.449580341889 0.1+/-1.5
5952.300634302755 0.1+/-1.5
5952.443216164866 0.1+/-1.5
5953.294847711591 0.1+/-1.5
5953.436850358496 0.1+/-1.5
5954.2890627548895 0.1+/-1.5
5954.430482912524 0.1+/-1.5
5955.283279442944 0.0+/-1.5
5955.424113816606 0.1+/-1.5
5956.277497786169 0.1+/-1.5
5956.417743060289 0.1+/-1.5
5957.271717795048 0.1+/-1.5
5957.411370633023 0.0+/-1.5
5958.2659394801885 0.0+/-1.5
5958.404996524171 0.0+/-1.5
5959.2601628522725 0.0+/-1.5
5959.398620722985 0.0+/-1.5
5960.254387922102 0.0+/-1.5
5960.392243218611 0.0+/-1.5
5961.248614700575 0.0+/-1.5
