 Profundidade [m]  Densidade Aparente Seca  Produtividade Primária  Taxa de Sedimentação  Paleobatimetria  Fração de Areia     Idades  Fluxo de Carbono [gC/m²/yr]  Eficiência de Soterramento [v/v]  COₘₐ [%]   rCO [%]   qCO [%]  COₜₑ [%]   COT [%]
          2495.99                 0.705857              147.965295              7.949258       995.264274        95.119890  49.499325                     1.101879                          0.108653  0.212916  0.024401  0.292807  0.317207  0.530123
          2496.49                 0.705857              147.963862              7.949258       995.290398        95.007933  49.505615                     1.101827                          0.108653  0.212906  0.024960  0.299524  0.324484  0.537390
          2496.99                 0.705857              147.962428              7.949258       995.316522        94.586670  49.511905                     1.101775                          0.108653  0.212896  0.027067  0.324800  0.351866  0.564763
          2497.49                 0.705857              147.960995              7.949258       995.342646        95.317058  49.518195                     1.101722                          0.108653  0.212886  0.023415  0.280977  0.304391  0.517277
          2497.99                 0.705857              147.959561              7.949258       995.368770        94.353592  49.524484                     1.101670                          0.108653  0.212876  0.028232  0.338784  0.367016  0.579892
          2498.49                 0.705857              147.958128              7.949258       995.394894        91.893081  49.530774                     1.101618                          0.108653  0.212866  0.040535  0.486415  0.526950  0.739816
          2498.99                 0.705857              147.956695              7.949258       995.421018        90.685410  49.537064                     1.101566                          0.108653  0.212856  0.046573  0.558875  0.605448  0.818304
          2499.49                 0.705857              147.955261              7.949258       995.447142        90.552752  49.543354                     1.101514                          0.108653  0.212846  0.047236  0.566835  0.614071  0.826917
          2499.99                 0.705857              147.953828              7.949258       995.473266        91.569550  49.549644                     1.101462                          0.108653  0.212836  0.042152  0.505827  0.547979  0.760815
          2500.49                 0.705857              147.952395              7.949258       995.499390        90.568448  49.555934                     1.101409                          0.108653  0.212826  0.047158  0.565893  0.613051  0.825877
          2500.99                 0.705857              147.950962              7.949258       995.525514        90.764444  49.562224                     1.101357                          0.108653  0.212816  0.046178  0.554133  0.600311  0.813127
          2501.49                 0.705857              147.949529              7.949258       995.551639        90.514214  49.568514                     1.101305                          0.108653  0.212806  0.047429  0.569147  0.616576  0.829382
          2501.99                 0.705857              147.948096              7.949258       995.577763        90.416916  49.574804                     1.101253                          0.108653  0.212795  0.047915  0.574985  0.622900  0.835696
          2502.49                 0.705857              147.946663              7.949258       995.603887        91.291301  49.581094                     1.101201                          0.108653  0.212785  0.043543  0.522522  0.566065  0.778851
          2502.99                 0.705857              147.945230              7.949258       995.630011        90.651937  49.587383                     1.101149                          0.108653  0.212775  0.046740  0.560884  0.607624  0.820399
          2503.49                 0.705857              147.943798              7.949258       995.656135        91.260140  49.593673                     1.101097                          0.108653  0.212765  0.043699  0.524392  0.568091  0.780856
          2503.99                 0.705857              147.942365              7.949258       995.682259        90.539479  49.599963                     1.101044                          0.108653  0.212755  0.047303  0.567631  0.614934  0.827689
          2504.49                 0.705857              147.940932              7.949258       995.708383        92.200859  49.606253                     1.100992                          0.108653  0.212745  0.038996  0.467948  0.506944  0.719689
          2504.99                 0.705857              147.939500              7.949258       995.734507        91.845640  49.612543                     1.100940                          0.108653  0.212735  0.040772  0.489262  0.530033  0.742769
          2505.49                 0.705857              147.938067              7.949258       995.760631        92.153031  49.618833                     1.100888                          0.108653  0.212725  0.039235  0.470818  0.510053  0.722778
          2505.99                 0.705857              147.936634              7.949258       995.786756        92.046372  49.625123                     1.100836                          0.108653  0.212715  0.039768  0.477218  0.516986  0.729701
          2506.49                 0.705857              147.935202              7.949280       995.812880        92.058641  49.631413                     1.100784                          0.108654  0.212705  0.039707  0.476482  0.516188  0.728893
          2506.99                 0.705857              147.933769              7.949258       995.839004        91.290212  49.637703                     1.100732                          0.108653  0.212695  0.043549  0.522587  0.566136  0.778831
          2507.49                 0.705857              147.932337              7.949258       995.865128        91.044866  49.643992                     1.100680                          0.108653  0.212685  0.044776  0.537308  0.582084  0.794769
          2507.99                 0.705857              147.930905              7.949258       995.891252        92.047651  49.650282                     1.100628                          0.108653  0.212675  0.039762  0.477141  0.516903  0.729578
          2508.49                 0.705857              147.929472              7.949258       995.917376        92.123900  49.656572                     1.100575                          0.108653  0.212665  0.039381  0.472566  0.511947  0.724611
          2508.99                 0.705857              147.928040              7.949258       995.943500        91.061136  49.662862                     1.100523                          0.108653  0.212655  0.044694  0.536332  0.581026  0.793681
          2509.49                 0.705857              147.926608              7.949258       995.969624        91.115948  49.669152                     1.100471                          0.108653  0.212645  0.044420  0.533043  0.577463  0.790108
          2509.99                 0.705857              147.925320             10.207089       995.993119        91.384705  49.674809                     1.100424                          0.119005  0.181433  0.043076  0.516918  0.559994  0.741427
          2510.49                 0.705857              147.924205             10.207089       996.013465        90.713587  49.679707                     1.100384                          0.119005  0.181427  0.046432  0.557185  0.603617  0.785043
          2510.99                 0.705857              147.923089             10.207089       996.033810        90.852291  49.684606                     1.100343                          0.119005  0.181420  0.045739  0.548863  0.594601  0.776021
          2511.49                 0.705857              147.921974             10.207089       996.054156        91.274081  49.689504                     1.100303                          0.119005  0.181413  0.043630  0.523555  0.567185  0.748598
          2511.99                 0.705857              147.920859             10.207089       996.074501        91.833401  49.694403                     1.100262                          0.119005  0.181407  0.040833  0.489996  0.530829  0.712236
          2512.49                 0.705857              147.919744             10.207089       996.094847        91.743893  49.699301                     1.100222                          0.119005  0.181400  0.041281  0.495366  0.536647  0.718047
          2512.99                 0.705857              147.918629             10.207089       996.115192        91.409096  49.704200                     1.100181                          0.119005  0.181393  0.042955  0.515454  0.558409  0.739802
          2513.49                 0.705857              147.917513             10.207089       996.135537        91.244265  49.709099                     1.100141                          0.119005  0.181387  0.043779  0.525344  0.569123  0.750509
          2513.99                 0.705857              147.916398             10.207089       996.155883        91.182357  49.713998                     1.100100                          0.119005  0.181380  0.044088  0.529059  0.573147  0.754527
          2514.49                 0.705857              147.915283             10.207089       996.176228        90.868036  49.718896                     1.100059                          0.119005  0.181373  0.045660  0.547918  0.593578  0.774951
          2514.99                 0.705857              147.914168             10.207089       996.196574        90.827272  49.723795                     1.100019                          0.119005  0.181367  0.045864  0.550364  0.596227  0.777594
          2515.49                 0.705857              147.913053             10.207089       996.216920        92.112497  49.728693                     1.099978                          0.119005  0.181360  0.039438  0.473250  0.512688  0.694048
